cohort_name,estimate,value,diagnostics,source
stenting_extracranial,Frequently seen comorbidities,"the most common comorbidities are carotid artery disease, hypertension, dyslipidaemia, ischaemic stroke, type 2 diabetes, atrial fibrillation, heart failure, acute myocardial infarction, obesity, and chronic kidney disease. (These comorbidities are common as they share the same underlying pathophysiology of systemic atherosclerosis and its associated risk factors.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
stenting_extracranial,Frequently seen signs and symptoms,"the most common signs and symptoms are transient ischaemic attack, amaurosis fugax, dysarthria, hemiparesis, hemisensory loss, aphasia, vertigo, syncope, confusion, and carotid bruit. (These neurological symptoms are typically caused by temporary or permanent disruption of blood flow to the brain due to embolism from the carotid plaque or severe stenosis.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
stenting_extracranial,Frequently seen medications,"the most common medications are aspirin, P2Y12 inhibitors, statins, angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, beta blockers, calcium channel blockers, thiazide diuretics, warfarin, and direct oral anticoagulants. (These medications are used for secondary prevention of cardiovascular events by managing risk factors like hypertension and dyslipidaemia, and preventing thrombosis.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
stenting_intracranial,Clinical description,"Intracranial stenting is an endovascular procedure used to treat severe symptomatic intracranial atherosclerotic disease, where a stent is placed to open a narrowed artery within the brain. The primary goal is to restore blood flow and reduce the risk of a future ischaemic stroke.",cohort_count,gemini-2.5-pro
stenting_intracranial,Frequency,"This is a highly specialised and relatively uncommon procedure performed in tertiary neuroscience centres, so cases will primarily be found in hospital-based data and are unlikely to be recorded in primary care data.",cohort_count,gemini-2.5-pro
stenting_intracranial,Median age of incident cases,"60 to 75 (Individuals typically present in older age as intracranial stenosis is a manifestation of advanced atherosclerosis, a process that develops over many decades.)",cohort_characteristics,gemini-2.5-pro
stenting_intracranial,Percentage male,55% to 70% (A higher proportion of males is expected as atherosclerotic vascular disease is generally more prevalent in men.),cohort_characteristics,gemini-2.5-pro
stenting_intracranial,Survival at five years,70% to 85% (Mortality is significantly higher than in the general population due to the high risk of recurrent stroke and death associated with severe cerebrovascular disease and co-existing comorbidities.),cohort_survival,gemini-2.5-pro
stenting_intracranial,Cohort overlap,"A very high overlap (80-100%) is expected with cohorts for ischaemic stroke, hypertension, dyslipidaemia, aspirin, P2Y12 inhibitors, and statins; a moderate overlap (20-50%) is expected with type 2 diabetes, carotid artery disease, and atrial fibrillation.",compare_cohorts,gemini-2.5-pro
stenting_intracranial,Cohort timing,"Diagnoses of chronic comorbidities such as hypertension, dyslipidaemia and type 2 diabetes will typically predate intracranial stenting by many years, whereas the qualifying ischaemic stroke diagnosis will occur days to weeks before the procedure, and dual antiplatelet therapy will be initiated around this time.",compare_cohorts,gemini-2.5-pro
stenting_intracranial,Frequently seen comorbidities,"hypertension, dyslipidaemia, ischaemic stroke, type 2 diabetes, atrial fibrillation, carotid artery disease, obesity, acute myocardial infarction, chronic kidney disease, heart failure (these conditions are common as they are established risk factors for, or other manifestations of, the systemic atherosclerotic process that causes intracranial artery stenosis.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
stenting_intracranial,Frequently seen signs and symptoms,"hemiparesis, hemisensory loss, aphasia, dysarthria, amaurosis fugax, vertigo, ataxia, visual field defect, neglect, diplopia (these focal neurological deficits are characteristic of a transient ischaemic attack or ischaemic stroke, which is the typical clinical presentation resulting from stenosis-related hypoperfusion or artery-to-artery embolism.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
stenting_intracranial,Frequently seen medications,"aspirin, P2Y12 inhibitors, statins, angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, beta blockers, calcium channel blockers, thiazide diuretics, direct oral anticoagulants, warfarin (patients require aggressive medical management for secondary stroke prevention, including antiplatelet therapy, lipid-lowering agents, and antihypertensives to control vascular risk factors.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thromboendarterectomy,Clinical description,"Thromboendarterectomy is a surgical procedure to remove organised, chronic blood clots (thrombi) from an artery, most commonly the pulmonary arteries for chronic thromboembolic pulmonary hypertension (CTEPH) or the carotid artery for severe carotid stenosis.",cohort_count,gemini-2.5-pro
thromboendarterectomy,Frequency,"This is a highly specialised and relatively uncommon procedure performed in tertiary care centres, so cases will be found almost exclusively in hospital data and are unlikely to be recorded in primary care data sources.",cohort_count,gemini-2.5-pro
thromboendarterectomy,Median age of incident cases,55 to 70 (The procedure is typically performed in middle-aged to older adults who have developed chronic thromboembolic disease or significant atherosclerotic carotid disease.),cohort_characteristics,gemini-2.5-pro
thromboendarterectomy,Percentage male,"45% to 60% (There is a slight variation in sex distribution depending on the indication, but overall, it is relatively balanced between males and females.)",cohort_characteristics,gemini-2.5-pro
thromboendarterectomy,Survival at five years,"75% to 90% (Survival is generally good following the procedure, with one-year survival exceeding 90%, although long-term mortality is influenced by underlying comorbidities and post-operative complications.)",cohort_survival,gemini-2.5-pro
thromboendarterectomy,Cohort overlap,"Expect very high overlap (50-90%) with cohorts for hypertension, dyslipidaemia, anticoagulants (especially warfarin), anti-dyslipidaemia (especially statin), and antihypertensives; moderate overlap (20-50%) with atrial fibrillation, heart failure, cartoid artery disease, ischaemic stroke, and type 2 diabetes; and lower overlap (<20%) with other cohorts such as acute mi or other revascularisation procedures. The procedure is an intervention for carotid artery disease, so overlap should approach 100% when that is the indication.",compare_cohorts,gemini-2.5-pro
thromboendarterectomy,Cohort timing,"Patients typically enter cohorts for chronic conditions like hypertension, type 2 diabetes, or dyslipidaemia and their associated medication cohorts (antihypertensive, statin) years before the thromboendarterectomy. Entry into an ischaemic stroke or acute mi cohort may precede the thromboendarterectomy by weeks to months, often acting as the trigger for the procedure, while entry into an anticoagulant cohort is common both before and after the surgery.",compare_cohorts,gemini-2.5-pro
thromboendarterectomy,Frequently seen comorbidities,"hypertension, dyslipidaemia, type 2 diabetes, atrial fibrillation, heart failure, cartoid artery disease, ischaemic stroke, obesity, chronic kidney disease, coronary artery disease (these comorbidities represent common risk factors for the underlying atherosclerotic or thromboembolic diseases that necessitate the surgical intervention.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thromboendarterectomy,Frequently seen signs and symptoms,"dyspnoea on exertion, chest pain, syncope, haemoptysis, oedema, transient ischaemic attack, amaurosis fugax, unilateral weakness, dizziness, carotid bruit (these signs and symptoms are manifestations of either pulmonary hypertension and right heart strain or cerebral ischaemia resulting from arterial occlusion.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
thromboendarterectomy,Frequently seen medications,"warfarin, direct oral anticoagulants, aspirin, statins, beta-blockers, ace inhibitors, angiotensin ii receptor blockers, calcium channel blockers, thiazide diuretics, p2y12 inhibitors (these medications are primarily used to manage underlying cardiovascular risk factors and to prevent the formation of new blood clots post-operatively.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-pro
